Provider CCN,Hospital Name,State Code,Region,Region Numeric,Rural Versus Urban,RvU Numeric,CCN Facility Type,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Inpatient Revenue,Outpatient Revenue,Net Income,Net Revenue from Medicaid,Medicaid Charges
230236,METROPOLITAN HOSPITAL,MI,MW,4,R,2,STH,328591,12666750,4676505,6095468,377221029,656075162,1033296191,377221028,789644482,11644192,28527568,156869620
240004,HENNEPIN COUNTY MEDICAL CENTER,MN,MW,4,U,1,STH,20033539,20389192,27525398,40848486,1236633419,1015361637,2251995056,1709913385,1014279615,-14679000,166361366,603533975
240044,WINONA HEALTH SERVICES,MN,MW,4,R,2,STH,133057,4092359,2822097,6401993,32122610,108309789,140432399,47233304,164471753,-2769891,5673824,18681476
270017,SAINT JAMES HEALTHCARE,MT,W,5,R,2,STH,721185,3705540,2168697,2168697,171224244,175530151,346754395,173167629,197485132,21631894,9292838,61514160
290021,VALLEY HOSPITAL MEDICAL CENTER,NV,W,5,U,1,STH,6961738,48124885,12504944,28926304,2153284131,805315898,2958600029,2153284131,805315898,14743540,45442378,891458894
300020,SOUTHERN NH MEDICAL CENTER,NH,NE,3,U,1,STH,2411914,14181035,9221185,13059181,255734594,352554021,608288615,259358570,367730446,29369952,10097276,76986267
310032,INSPIRA MEDICALCENTER VINELAND,NJ,NE,3,U,1,STH,11036617,15069008,14163812,24176446,1136875235,776191008,1913066243,1151366758,819083098,50836379,79938610,541153813
310061,LOURDES MEDICAL CENTER-BURLINGTON,NJ,NE,3,U,1,STH,1144727,2686324,2540653,2540653,197610311,175623117,373233428,196059539,182848549,-3276240,12393657,73363982
310069,INSPIRA MEDICAL CENTER ELMER,NJ,NE,3,U,1,STH,1540206,2729311,2228243,5775348,164771153,146319470,311090623,167078703,151341942,1247783,7720138,56357555
310096,ST. MICHAELS MEDICAL CENTER,NJ,NE,3,U,1,STH,8688895,19827750,12210867,15750454,443958132,470001871,913960003,443758134,470201971,-2545329,36436209,277667806
330013,ALBANY MEDICAL CENTER HOSPITAL,NY,NE,3,R,2,STH,5962567,17248134,11691835,31847856,2185607776,1216156383,3401764159,2185607777,1216156383,28638166,160841491,711969524
330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHO,NY,NE,3,U,1,STH,6612523,13354705,13148109,46009638,1712968047,947781382,2660749429,1712968048,947781381,160837000,135209126,665978215
330241,UNIVERSITY HOSPITAL AT SYRACUSE,NY,NE,3,U,1,STH,1701128,20228424,8294385,89373283,2345566164,1570505418,3916071582,2345182642,1570888933,52201558,278912835,1342636975
330399,ST. BARNABAS HOSPITAL,NY,NE,3,R,2,STH,10669543,71464453,35606512,48302321,588912167,363490553,952402720,588912167,363490553,-6212069,175306801,538783598
350006,TRINITY HOSPITALS/ST JOES,ND,MW,4,R,2,STH,1377142,21750311,8128672,8128672,296436028,666267795,962703823,316546593,917461369,35602858,62733004,99882183
380007,LEGACY EMANUEL HOSPITAL & HEALTH CTR,OR,W,5,U,1,STH,14381386,13602757,25243766,121927037,1251858613,565417412,1817276025,1249978162,950785822,-55576471,102684709,571251164
380009,OHSU HOSPITAL AND CLINICS,OR,W,5,U,1,STH,30571032,15798743,41613604,146047570,2116087367,2473962109,4590049476,2116140565,2450722395,20172698,264300942,1045629327
380014,GOOD SAMARITAN HOSPITAL CORVALLIS,OR,W,5,R,2,STH,2465292,4592365,6427867,18816620,382966358,386718366,769684724,412998384,435558089,-9760327,30613126,107446409
380018,ROGUE REGIONAL MEDICAL CENTER,OR,W,5,R,2,STH,1788706,12421895,9477955,48937336,1055780563,839232195,1895012758,1061374732,920361448,64065844,67381470,386983608
380025,LEGACY MOUNT HOOD MEDICAL CENTER,OR,W,5,U,1,STH,6039424,5069591,10756565,24978097,203640408,307233108,510873516,199842362,319519065,12372172,21444676,134743440
380029,SILVERTON HOSPITAL,OR,W,5,U,1,STH,3525648,1939748,5667325,6118987,72064388,136920127,208984515,69768071,168761522,-3688844,11154735,27544657
380089,LEGACY MERIDIAN PARK HOSPITAL,OR,W,5,U,1,STH,3671327,5649182,7916374,15633977,304221162,326369549,630590711,298783038,359321590,32266878,11657491,73845853
390037,HERITAGE VALLEY SEWICKLEY,PA,NE,3,U,1,STH,1396558,3754307,5381276,11045535,121099151,186174893,307274044,121158470,198544818,-10594184,9275599,38606397
390070,LOWER BUCKS HOSPITAL,PA,NE,3,U,1,STH,385869,18495619,3541423,4371141,245646133,121351794,366997927,245646134,121351794,-5805283,2794460,22150208
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,PA,NE,3,U,1,STH,1219763,6721189,2490169,2490169,366016728,561276587,927293315,370114525,572062452,-9797623,43664575,251680563
390150,WHS - GREENE,PA,NE,3,R,2,STH,13615,1557631,545963,2193553,8355785,39741477,48097262,8277504,39965477,223013,2257170,12091474
390217,FRICK HOSPITAL,PA,NE,3,U,1,STH,169416,3810911,1524402,3648207,36255214,123176521,159431735,36255477,123176258,1968789,5726941,25608914
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSP,TX,SW,2,U,1,STH,26208446,21657950,31680715,31680715,537633409,447067879,984701288,538749087,447083496,-5916787,20416739,115780000
450346,BAPTIST BEAUMONT HOSPITAL,TX,SW,2,R,2,STH,22954634,12404229,30948537,33066013,789678145,1098007396,1887685541,800225410,1103785607,25623547,18449188,187236835
450690,UT HEALTH CENTER AT TYLER,TX,SW,2,U,1,STH,3347138,6891535,6402643,6423611,36696473,313317681,350014154,37791722,425099559,18936381,6291020,12655170
450779,TEXAS HEALTH SOUTHWEST,TX,SW,2,U,1,STH,14652523,21565537,20548358,20548358,605759835,511091677,1116851512,605779781,511099106,40435922,19196143,99017689
450788,CORPUS CHRISTI MEDICAL CENTER,TX,SW,2,U,1,STH,32865673,42441689,37309689,37659927,2466704235,1212852552,3679556787,2466704235,1212852552,57470234,44130242,543801686
450869,DOCTORS HOSPITAL AT RENAISSANCE,TX,SW,2,U,1,STH,22412918,7348519,25492745,25492745,1309021508,1540808234,2849829742,1308920434,1810154251,116219554,18271269,147891961
460003,SALT LAKE REGIONAL MEDICAL CENTER,UT,W,5,U,1,STH,1839729,4958674,3309212,3309212,131922981,139973432,271896413,131922982,139973432,3936595,6761238,24696999
460041,DAVIS HOSPITAL & MEDICAL CENTER,UT,W,5,U,1,STH,2549851,12303299,5448163,5448163,169261273,316059593,485320866,169261273,316140851,62402230,8432427,34097301
460044,ALTA VIEW HOSPITAL,UT,W,5,U,1,STH,2391308,5750563,4519900,4519900,66180434,206217589,272398023,66971143,214985953,4894833,4723092,17928284
500003,PHD#1  DBA SKAGIT VALLEY HOSPITAL,WA,W,5,U,1,STH,1457740,12019471,6614994,16244338,422115418,749293409,1171408827,422116252,853659501,-6946571,41137322,215640214
500016,CENTRAL WASHINGTON HOSPITAL,WA,W,5,U,1,STH,2187820,7986004,5791957,28184067,461654870,498705747,960360617,543483828,493121110,38307662,38539091,167549913
500054,PROV SACRED HEART MEDICAL CENTER,WA,W,5,U,1,STH,7155142,9622887,16637385,35622329,1815414415,823790540,2639204955,1815514586,864887082,24295238,149510834,637213997
500060,CASCADE VALLEY HOSPITAL,WA,W,5,U,1,STH,242235,5698191,2090628,4855321,60123285,132189061,192312346,66403233,136801584,16245846,9948780,50082618
500077,PROVIDENCE HOLY FAMILY HOSPITAL,WA,W,5,U,1,STH,2145612,3002508,6236007,14286060,313165367,360835934,674001301,313982769,360140929,-299652,30995646,160659300
500148,WENATCHEE VALLEY HOSPITAL,WA,W,5,U,1,STH,504410,1976180,1925797,8339157,25830098,354486356,380316454,35843122,524791734,-5128375,6295605,26249678
520070,MCHS EAU CLAIRE HOSPITAL,WI,MW,4,R,2,STH,2357278,16900564,10171845,35171515,400615181,653623489,1054238670,400615181,1126626062,51698536,14493928,99684487
520083,ST. MARYS HOSPITAL,WI,MW,4,U,1,STH,3144850,8471350,6050754,16296994,944398341,449077953,1393476294,928294721,443882525,107778366,31850031,162658841
520208,ST. MARYS JANESVILLE HOSPITAL,WI,MW,4,U,1,STH,654823,3029433,1502472,5021989,91745830,159792781,251538611,90050207,157578253,15876911,3922283,31078983
521316,TRI-COUNTY MEMORIAL HOSPITAL  INC.,WI,MW,4,R,2,CAH,328530,609382,699319,2114679,8724950,23035562,31760512,9497709,28321342,2389003,3425055,6500080
530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,WY,W,5,R,2,STH,2270325,19135303,11383684,13810971,78702087,204009573,282711660,79896198,272099713,4095725,15708231,39187867
670055,METHODIST STONE OAK HOSPITAL,TX,SW,2,U,1,STH,10501537,12124654,12875424,12914113,1101074198,561001323,1662075521,1101096167,560979354,57932643,11832751,109479534
670103,MEDICAL CITY ALLIANCE,TX,SW,2,U,1,STH,9148569,16306745,11027095,11105736,364318360,422389634,786707994,363665157,409977721,22747571,5083222,62317257
20001,PROVIDENCE ALASKA MEDICAL CENTER,AK,W,5,U,1,STH,12035775,14432604,19711744,19711744,1673890439,868795080,2542685519,1673972299,885175975,247757695,145023657,721704360
30011,CARONDELET ST. JOSEPH HOSPITAL,AZ,SW,2,R,2,STH,2162736,19679329,4930205,24270120,1103971947,671994556,1775966503,1103971887,671994616,-18166454,29599598,304456509
30023,FLAGSTAFF MEDICAL CENTER,AZ,SW,2,U,1,STH,823144,20681315,7279366,53669149,712831150,522040090,1234871240,715822710,531079590,56690915,66630267,388176955
30024,ST. JOSEPHS HOSPITAL & MEDICAL CTR,AZ,SW,2,R,2,STH,23137892,32225947,36051126,71462201,2706632336,1733005252,4439637588,2731880581,1793504287,347127537,128087726,1095220957
30069,HAVASU REGIONAL MEDICAL CENTER,AZ,SW,2,U,1,STH,350969,7886046,1369766,9775081,647164766,651656341,1298821107,647164766,664123142,36037476,16436761,176980355
30117,VALLEY VIEW MEDICAL CENTER,AZ,SW,2,U,1,STH,30628,9345633,887986,3113998,164014941,275812044,439826985,164014940,277831180,-411429,6947284,100489013
30136,ARIZONA GENERAL HOSPITAL,AZ,SW,2,U,1,STH,5583971,38347641,11510951,11510951,19128997,722867491,741996488,20328119,705182112,-2320602,16037514,24090211
50078,PROVIDENCE LTTL CO MARY MC SAN PEDRO,CA,W,5,U,1,STH,2773519,2467926,4274877,4274877,574992540,229827356,804819896,574992540,231328536,-25731894,41198314,277874860
60034,SWEDISH MEDICAL CENTER,CO,W,5,U,1,STH,11636481,17115171,13917686,42333004,2885935125,1818498650,4704433775,2885935125,1818498650,157360779,47367317,947368165
60054,COMMUNITY HOSPITAL,CO,W,5,U,1,STH,407566,7413720,2417300,9617329,147545217,307504749,455049966,152656287,383071223,12545750,17561535,115636474
80003,ST. FRANCIS HOSPITAL  WILMINGTON,DE,NE,3,U,1,STH,2939147,8960714,5398306,5398306,192545826,315715341,508261167,192545826,313715340,-6011216,57489495,159270136
90011,WASHINGTON HOSPITAL CENTER,DC,SE,1,U,1,STH,6890640,48674907,26812631,26812631,2909103638,1351604976,4260708614,3062598604,1557245723,37055281,338454605,917735451
130007,ST. ALPHONSUS REGIONAL MED CENTER,ID,W,5,U,1,STH,16330608,27187744,27600571,42115882,816788608,667886588,1484675196,892528482,828796427,15592334,56602638,226033524
130028,PORTNEUF MEDICAL CENTER,ID,W,5,R,2,STH,3479014,45472979,14005969,14049158,446465569,567821567,1014287136,446465568,623054696,28196511,33239605,135270049
140029,COPLEY MEMORIAL HOSPITAL,IL,MW,4,U,1,STH,2026195,26686986,7721170,12186948,637763118,891522104,1529285222,637839748,892586061,6451799,35898562,282786599
140046,SSM HEALTH GOOD SAMARITAN HOSPITAL,IL,MW,4,R,2,STH,2144994,5374865,5570204,23978137,263767796,299066804,562834600,281764002,315277113,13069584,8547245,108958868
140077,TOUCHETTE REGIONAL HOSPITAL,IL,MW,4,U,1,STH,2175296,1746722,3537318,3605986,16794533,35863149,52657682,18034253,44334672,-2996528,9842504,34532109
140213,SILVER CROSS HOSPITAL,IL,MW,4,U,1,STH,4475856,13869588,12758110,18406719,574370525,736541312,1310911837,574370524,726349951,32336000,27887776,124338698
141310,MENDOTA COMMUNITY HOSPITAL,IL,MW,4,R,2,CAH,353251,2076030,1322515,2242637,7811382,62354959,70166341,7953718,65604791,2522954,3058618,10336430
190017,OPELOUSAS GENERAL HOSPITAL,LA,SE,1,U,1,STH,572919,16044768,4847020,25001937,222359855,350018316,572378171,182527824,416665686,1214292,11851528,137132793
190026,RAPIDES REGIONAL MEDICAL CENTER,LA,SE,1,U,1,STH,5938060,13637775,8182911,9145960,1457434383,946769916,2404204299,1457434383,906898103,7038735,45556014,730402378
190118,DESOTO REGIONAL HEALTH SYSTEM,LA,SE,1,U,1,STH,592,1941252,634084,634084,3941155,57145249,61086404,4169452,57723626,339212,6670812,16399816
190133,ALLEN PARISH HOSPITAL,LA,SE,1,R,2,STH,2626,1265274,560493,560493,17443895,13852528,31296423,17682793,14151897,2597964,6819147,12238905
220074,SOUTHCOAST HOSPITALS GROUP,MA,NE,3,U,1,STH,5680840,26721905,15948883,15948883,906544217,1250468280,2157012497,906800219,1250816431,76557290,149074119,461289888
250040,SINGING RIVER HEALTH SYSTEM,MS,SE,1,U,1,STH,5770842,108585932,23677116,23677116,1030381301,1208078759,2238460060,1059649574,1242074807,46648402,55383537,270725769
250043,NESHOBA COUNTY GENERAL HOSPITAL,MS,SE,1,R,2,STH,276154,4336397,2566157,2942921,26964545,60920060,87884605,29842138,68266352,-3889211,6408171,13884200
260105,SSM SAINT LOUIS UNIVERSITY HOSPITAL,MO,MW,4,U,1,STH,23084905,40695618,31777917,31777917,1464837582,1033205063,2498042645,1468215537,1127479217,-4002875,100679425,657604953
270003,ST. PETERS HOSPITAL,MT,W,5,R,2,STH,1480810,5618970,6014437,6725027,140928930,264496320,405425250,149351259,325531367,11134973,15899683,57907253
270057,BOZEMAN DEACONESS HEALTH SERVICES,MT,W,5,R,2,STH,2959141,6928273,8839748,8839748,160701414,327739062,488440476,168840248,394989560,31927360,32202936,65796573
290032,NORTHERN NEVADA MEDICAL CENTER,NV,W,5,U,1,STH,2462430,17044043,4436134,9903421,480404051,483668884,964072935,480404051,483668884,12294812,5791498,126146356
310003,PALISADES MEDICAL CENTER,NJ,NE,3,U,1,STH,18453062,25362146,23884780,26273051,491093833,366513996,857607829,489233890,373304881,-12552568,29910655,212824302
310005,HUNTERDON MEDICAL CENTER,NJ,NE,3,U,1,STH,4334037,7122476,7237523,7237523,301818905,448678671,750497576,309111326,598918964,24241245,55931926,73806564
310008,HOLY NAME HOSPITAL,NJ,NE,3,U,1,STH,3389327,14529553,6743530,21546446,719888948,1056426949,1776315897,668346159,1161434037,58325818,46072317,293448700
310029,OUR LADY OF LOURDES MED. CTR.,NJ,NE,3,U,1,STH,2942669,2799605,4520255,4520255,666144569,343996586,1010141155,669911785,352394269,-9760443,30518042,186512123
310057,MEMORIAL HOSP OF BURLINGTON CTY,NJ,NE,3,U,1,STH,5575379,413002,6186047,13996461,1214704088,667448467,1882152555,1151598618,763586469,-26023484,35385099,299875126
310074,JERSEY CITY MEDICAL CENTER,NJ,NE,3,U,1,STH,27977768,21998903,48475911,68608707,1166831179,755410236,1922241415,1175334007,826482068,7964977,313420404,1997393925
310083,EAST ORANGE GENERAL HOSPITAL,NJ,NE,3,U,1,STH,6106298,235913,6225632,38396523,359576751,145263627,504840378,371837266,136003925,-77297361,15074249,168472709
330175,GUTHRIE CORTLAND MEDICAL CENTER,NY,NE,3,R,2,STH,590933,3295439,2148218,9867265,58247330,133512705,191760035,72675301,123310670,3421006,9539768,43383777
330235,AUBURN MEMORIAL HOSPITAL,NY,NE,3,R,2,STH,129546,5479443,2395186,9811077,117870368,156910681,274781049,122240027,159424661,-633444,13863449,63689403
350019,ALTRU HEALTH SYSTEM-ALTRU HOSPITAL,ND,MW,4,U,1,STH,2586443,10597321,6727830,6727830,397152314,942391419,1339543733,396752314,1102965780,-4727122,62607632,188704754
350070,INNOVIS HEALTH,ND,MW,4,U,1,STH,4203588,8428078,9953642,24306894,244378092,369776412,614154504,257182200,631200625,-6419050,20254429,80021461
360001,MERCY HOSPITAL ANDERSON,OH,MW,4,U,1,STH,2737615,23349838,8413725,16890883,607699895,453009468,1060709363,609868279,450845448,32945389,18610947,150533688
360008,SOUTHERN OHIO MEDICAL CENTER,OH,MW,4,R,2,STH,5358863,23151275,12592346,70910583,417792800,666268156,1084060956,417792995,666279700,14125439,49819147,396348427
360010,UNION HOSPITAL ASSOCIATION,OH,MW,4,R,2,STH,2050720,7363928,5558796,10631782,64795883,177314426,242110309,65775265,186894869,-2028254,8402801,36365065
360017,GRANT MEDICAL CENTER,OH,MW,4,U,1,STH,28664135,52603553,52232758,107153494,1279072877,1575237890,2854310767,1279228049,1575704444,89318785,109149931,804066073
360035,MOUNT CARMEL HEALTH,OH,MW,4,U,1,STH,12971380,36265809,26193311,82679833,1397080251,1061770482,2458850733,1396642415,1103993882,-58772094,62578245,415699906
360056,MERCY HOSPITAL OF HAMILTON/FAIRFIELD,OH,MW,4,U,1,STH,3893362,29093368,10345285,22320637,608434896,618629766,1227064662,608434895,618729005,27969644,20717146,184737819
360112,ST VINCENT MEDICAL CENTER,OH,MW,4,U,1,STH,6288903,40399867,13349666,39823568,1677417545,1442537048,3119954593,1677417546,1455892123,-10444834,92507605,885814376
360236,CLERMONT MERCY HOSPITAL,OH,MW,4,U,1,STH,2049176,19981774,6465312,11767903,244106215,353578838,597685053,244136488,353991517,12877135,16220098,129794022
360239,SYCAMORE HOSPITAL,OH,MW,4,U,1,STH,1894408,16815731,6668941,13363408,361840193,508148059,869988252,361840201,518651728,48447664,16863701,156060327
370008,NORMAN REGIONAL HOSPITAL AUTHORITY,OK,SW,2,U,1,STH,15561556,67755851,28006549,28006549,897854234,1125232073,2023086307,911107441,1269349995,2411597,21318155,185714584
370026,ST MARYS REGL MEDICAL CENTER,OK,SW,2,U,1,STH,3171525,15550047,5489912,7441085,296696226,300641877,597338103,296696222,300641874,6039748,3635769,42578679
370100,CHOCTAW MEMORIAL HOSPITAL,OK,SW,2,R,2,STH,9792,6087895,1503776,1503776,8366075,28725157,37091232,8212135,30879473,1066778,2798830,6830272
370112,SEQUOYAH MEMORIAL HOSPITAL,OK,SW,2,U,1,STH,31340,,32942,618824,11276480,29890561,41167041,11276480,31802511,-217345,1526920,7632735
370113,INTEGRIS GROVE  HOSPITAL,OK,SW,2,R,2,STH,2695846,6023242,4046188,4121250,60478637,136283358,196761995,65767940,133805798,-83654,3400398,26031004
370236,INTEGRIS HEALTH EDMOND,OK,SW,2,U,1,STH,2609304,8806919,3970032,4663990,128755345,248616826,377372171,128282027,249102234,4239008,2869485,28644917
380002,THREE RIVERS MEDICAL CENTER,OR,W,5,U,1,STH,794096,6378458,5076292,20955711,288325522,365028697,653354219,292227769,406943284,7806167,25099953,159111680
380005,ASHLAND COMMUNITY HOSPITAL,OR,W,5,U,1,STH,290833,1254482,1192746,1192746,54759578,98591873,153351451,52680161,109999966,-4413529,12732021,27798905
380017,LEGACY GOOD SAMARITAN HOSPITAL,OR,W,5,U,1,STH,5153097,4924126,9710680,29304195,448234220,457124309,905358529,440003293,502402183,43743293,29226847,186104339
380022,SAMARITAN ALBANY GENERAL HOSPITAL,OR,W,5,U,1,STH,1285460,5069750,5128538,14543069,93564639,249081604,342646243,106554920,293019087,5306162,18895895,64707031
380033,SACRED HEART MED CTR - UNIVERSITY,OR,W,5,U,1,STH,3503835,2912327,6697949,27236119,88319344,163154188,251473532,95647585,161904334,-17314215,15468876,81694386
380056,SANTIAM MEMORIAL HOSPITAL,OR,W,5,U,1,STH,227289,2357052,1376611,2497914,24729441,78591200,103320641,28177654,91700403,1368877,7305673,20695540
380060,ADVENTIST MEDICAL CENTER-PORTLAND,OR,W,5,U,1,STH,1213645,11193661,5330236,15142501,407991172,490371183,898362355,407991169,613523872,6911348,31220930,182160878
390009,SAINT VINCENT HOSPITAL,PA,NE,3,R,2,STH,586396,3214739,1556946,9219061,803153286,1162472795,1965626081,803153286,1162472795,50614064,28285121,260696373
390030,LEHIGH VALLEY HOSPITAL - SCHUYLKILL,PA,NE,3,U,1,STH,1084800,11297426,4497824,4497824,212196665,251056766,463253431,212196665,251056766,-15680103,13930331,65617661
390156,MERCY CATHOLIC MEDICAL CENTER,PA,NE,3,U,1,STH,7060751,23743698,13387809,13387809,842895889,663192814,1506088703,842895886,664985904,-146773739,91070409,520941926
390185,LEHIGH VALLEY HOSPITAL-HAZLETON,PA,NE,3,U,1,STH,1432905,7377768,3220724,8443516,214053383,443957111,658010494,214222144,444210554,12119226,12122784,133992680
390194,BLUE MOUNTAIN HOSPITAL,PA,NE,3,U,1,STH,1417063,2601273,2201783,6532528,176876447,195402861,372279308,178918917,202259191,-3741786,6486674,62415950
390211,SHARON REGIONAL HEALTH SYSTEM,PA,NE,3,R,2,STH,398641,6406485,1728864,7416020,265323591,376967221,642290812,265323590,377769431,-16207529,12936855,97827761
390223,PRESBYTERIAN MEDICAL CENTER,PA,NE,3,U,1,STH,2624289,16275148,13092215,30884620,2162123333,1981666169,4143789502,2162123333,1981666169,61781499,84761517,741252039
430012,AVERA SACRED HEART HOSPITAL,SD,MW,4,R,2,STH,739652,4327413,2092013,4482507,117596618,173849582,291446200,123021435,196615629,4682710,2917829,18448141
430016,AVERA MCKENNAN,SD,MW,4,U,1,STH,7370307,47793041,21935717,40068963,1099160582,1315327077,2414487659,1103425575,2293927657,-4944260,39218842,212431225
430027,SANFORD USD MEDICAL CENTER,SD,MW,4,R,2,STH,17026380,44901153,33171381,40913339,1672192352,1606807675,3279000027,1654268338,1984073199,145173225,66507237,346777362
430097,SANFORD ABERDEEN MEDICAL CENTER,SD,MW,4,R,2,STH,1893182,2764470,3616901,4956669,23711792,105197137,128908929,23446640,122360098,-12435183,1911470,7679768
441303,THREE RIVERS HOSPITAL,TN,SE,1,R,2,CAH,173944,1010623,544287,615170,3690566,14745080,18435646,3690566,14745271,-859872,389683,2142742
450040,COVENANT MEDICAL CENTER,TX,SW,2,U,1,STH,27487842,42182343,44727393,44874177,2328034377,1302062352,3630096729,2328034377,1302062351,-17993102,27280328,279821018
450119,SOUTH TEXAS HEALTH SYSTEM,TX,SW,2,U,1,STH,44997831,282825415,66045003,73721475,3059901795,2362294977,5422196772,3059901795,2362294978,32989581,73554725,1259189480
450431,ST. DAVIDS MEDICAL CENTER,TX,SW,2,U,1,STH,31442293,20397495,35601140,35871805,2948152181,1831066487,4779218668,2943293727,1808605555,185872192,50453418,407670109
450639,TEXAS HEALTH H-E-B,TX,SW,2,U,1,STH,10062137,23852119,16088096,16088096,512105719,418260163,930365882,512108718,418260162,11046034,10342375,75021075
450644,HCA HOUSTON HEALTHCARE WEST,TX,SW,2,U,1,STH,25854612,30485586,29879614,29894990,1137429571,856314006,1993743577,1137168399,840003869,-16675812,25368242,317243051
450656,NACOGDOCHES MEDICAL CENTER,TX,SW,2,R,2,STH,4594341,13482924,6128477,6229959,423192346,438885152,862077498,425054495,439499009,8154575,10015472,98089865
450675,MEDICAL CITY ARLINGTON,TX,SW,2,U,1,STH,38104673,45891381,43444412,43608305,2319733249,1041470872,3361204121,2319734644,1017373144,67948210,37597238,466817355
460054,CACHE VALLEY HOSPITAL,UT,W,5,U,1,STH,863931,701349,1095378,1401104,39547788,86028541,125576329,39547788,86028541,-4178509,1535232,7921000
460061,LAYTON HOSPITAL,UT,W,5,U,1,STH,1524823,3400776,3116338,6072928,49053514,149510862,198564376,49819337,158903963,-25516622,4084440,17745385
500064,HARBORVIEW MEDICAL CENTER,WA,W,5,U,1,STH,25074432,20925749,36481482,84984576,1569281955,737304620,2306586575,1573409859,908278643,27047508,157266734,760856310
500084,EVERGREEN HEALTH MONROE,WA,W,5,U,1,STH,220700,4646412,1876419,6729103,32677718,95747802,128425520,40758616,98784084,307244,4227393,31458482
500124,EVERGREEN HEALTHCARE,WA,W,5,U,1,STH,1548999,17504395,9005839,23438595,799519537,997435074,1796954611,846657108,1171271022,25268800,21999857,159818911
500150,LEGACY SALMON CREEK HOSPITAL,WA,W,5,U,1,STH,4463106,10811024,13204556,44030381,542115486,618775218,1160890704,531827145,694103277,56887604,33962808,230272354
500152,SWEDISH ISSAQUAH,WA,W,5,U,1,STH,2046931,6232724,4503745,11252407,307047817,413853032,720900849,307049073,414617456,3213312,11422097,71627219
500154,MULTICARE COVINGTON MEDICAL CENTER,WA,W,5,U,1,STH,1335451,4787903,4271852,11717785,48960502,266510019,315470521,48967634,266510019,18889880,8098180,87073087
530008,SAGE WEST HEALTH CARE,WY,W,5,R,2,STH,358290,18994887,3618126,5206061,93959661,156553074,250512735,93959661,162980438,5635188,5217114,48406778
530011,MEM. HOSPT. OF SWEETWATER COUNTY,WY,W,5,R,2,STH,763949,13099582,6450377,8084199,32342884,117223233,149566117,34843076,138710147,5160995,2654783,11457425
530012,WYOMING MEDICAL CENTER,WY,W,5,U,1,STH,4955954,19778740,11622431,16175755,343145588,221310936,564456524,351098971,243130322,9120519,9944218,47051331
530025,IVINSON MEMORIAL HOSPITAL,WY,W,5,R,2,STH,618655,3191509,2085737,3579481,46908691,117385185,164293876,49828676,130662650,16904060,3229005,13360815
670106,PEARLAND MEDICAL CENTER,TX,SW,2,U,1,STH,8446336,9847098,9715029,9731534,302348256,260000878,562349134,302157681,253449724,-14017341,3947698,61881475
10012,DEKALB REGIONAL MEDICAL CENTER,AL,SE,1,R,2,STH,1089790,17035722,2878834,2878834,183445644,303024817,486470461,183445644,303024817,-839126,3781368,66309397
20006,MAT-SU REGIONAL MED CTR,AK,W,5,U,1,STH,1469402,6164098,2836885,4417835,383285520,431353729,814639249,383313504,431311037,59794034,32687689,209146471
30101,WESTERN ARIZONA REGIONAL MEDICAL CEN,AZ,SW,2,U,1,STH,910462,17346676,2211999,3533240,622449889,590369162,1212819051,622566744,590252307,55845363,13308862,234565799
50278,PROVIDENCE HOLY CROSS MED. CENTER,CA,W,5,R,2,STH,8628167,11030282,13138529,13138529,1853017529,844545618,2697563147,1852351288,844630089,11141359,85489636,800748578
50761,PROVIDENCE TARZANA MEDICAL CENTER,CA,W,5,U,1,STH,2700391,4163664,5822625,22637284,767038465,404234641,1171273106,767038442,404134037,-49431934,23610023,213829665
60011,DENVER HEALTH MEDICAL CENTER,CO,W,5,U,1,STH,30575014,41816503,42603167,42603167,972293785,1367643776,2339937561,1056798856,1611812386,72999635,276613849,1152444410
60020,PARKVIEW MEDICAL CENTER,CO,W,5,R,2,STH,3038115,12954210,4981633,5036068,1160927157,1081918283,2242845440,1190848860,1179606753,49573019,47249941,573950095
100077,PEACE RIVER REGIONAL MEDICAL CENTER,FL,SE,1,R,2,STH,5094552,20137860,7000912,13203479,1081444932,659235567,1740680499,1081444932,659235567,8180311,7153736,174615747
100110,OSCEOLA REGIONAL MEDICAL CENTER,FL,SE,1,U,1,STH,31711125,50865115,36425798,56514430,2847542102,1468038727,4315580829,2847542102,1468373419,133054363,30668305,682587853
100122,NORTH OKALOOSA MEDICAL CENTER,FL,SE,1,U,1,STH,3049729,27340349,4952714,9094633,459160878,723921311,1183082189,459157746,723924443,32089190,6241580,175125306
100131,AVENTURA HOSPITAL AND MED CTR,FL,SE,1,U,1,STH,20889962,31196172,25667367,37212965,2264891869,775010170,3039902039,2264891869,775010170,118147279,14808343,329726106
100142,JACKSON HOSPITAL  MARIANNA,FL,SE,1,R,2,STH,2186239,5759155,4081070,4081070,35793785,99882015,135675800,35660536,121508263,1781547,8165387,23118104
100180,ST. PETERSBURG GENERAL,FL,SE,1,U,1,STH,10917220,18070690,12469768,19152570,585529354,607881407,1193410761,585529851,607881980,18177605,6470470,218802148
